index,id,name,artists,danceability,duration_ms,energy,instrumentalness,liveness,popularity,speechiness
887,1CH3hew2aoxDbZbo6HVDyN,Pasarela,['Daddy Yankee'],0.839,193733,0.907,0,0.332,0,0.0453
888,3IkiuqQLj1HDVemRFejaRE,LOVE HATE,['BeatStrumentalz'],0.799,133800,0.516,0.881,0.0572,0,0.0349
889,3IkiuqQLj1HDVemRFejaRE,LOVE HATE,['BeatStrumentalz'],0.799,133800,0.516,0.881,0.0572,0,0.0349
890,3IkiuqQLj1HDVemRFejaRE,LOVE HATE,['BeatStrumentalz'],0.799,133800,0.516,0.881,0.0572,0,0.0349
891,3IkiuqQLj1HDVemRFejaRE,LOVE HATE,['BeatStrumentalz'],0.799,133800,0.516,0.881,0.0572,0,0.0349
892,2g1KggY9PKvsoEAOaiz4xx,Daisy,['Ashnikko'],0.834,146523,0.663,0,0.372,64,0.133
893,16zWcKaSfTD6yJPEECzxh7,Hey Boy - Wideboys Remix,"['Sia', 'Wideboys']",0.735,147541,0.896,0.075,0.268,18,0.192
894,3wUIbgGJmYocnpklCKu9VX,happiness,['Taylor Swift'],0.546,315147,0.335,0,0.115,52,0.0389
895,26pgVzrbLzt17WF94RC96K,Cocaine - DJ Vartan & Techcrasher Remix,"['Dian Solo', 'DJ Vartan', 'Techcrasher']",0.735,325842,0.674,0.0176,0.0575,0,0.0385
896,5z3lu0jc0vKDq0OhOr7sF5,Glue,"['Paul Rudder', 'Segilola']",0.712,410164,0.726,0.0117,0.0846,0,0.0731
897,5z3lu0jc0vKDq0OhOr7sF5,Glue,"['Paul Rudder', 'Segilola']",0.712,410164,0.726,0.0117,0.0846,0,0.0731
898,23AdcupOi4ncLBFlP3bTyv,Night,['Vyacheslav Sankov'],0.592,243707,0.489,0.932,0.0916,0,0.112
899,23AdcupOi4ncLBFlP3bTyv,Night,['Vyacheslav Sankov'],0.592,243707,0.489,0.932,0.0916,0,0.112
900,2nF6AMAAhcqQ9A6Lzd3R5u,True,['Fred Everything'],0.617,330828,0.949,0.888,0.0663,0,0.0456
901,2nF6AMAAhcqQ9A6Lzd3R5u,True,['Fred Everything'],0.617,330828,0.949,0.888,0.0663,0,0.0456
902,48ejEJaLoA7ZxHCPw6ndw9,Dancing Machine - DJ Vartan & Techcrasher Remix,"['N2N', 'Karmina Dai', 'DJ Vartan', 'Techcrasher']",0.844,315755,0.712,0.394,0.0395,0,0.0772
903,48ejEJaLoA7ZxHCPw6ndw9,Dancing Machine - DJ Vartan & Techcrasher Remix,"['N2N', 'Karmina Dai', 'DJ Vartan', 'Techcrasher']",0.844,315755,0.712,0.394,0.0395,0,0.0772
904,72rbDZlIOHR6XEl4f1bSqz,Triada,['Cherry (UA)'],0.549,385589,0.699,0.927,0.0516,0,0.0699
905,5GFwJHucflHj46Hwet6qvc,Cool - Leonardo La Mark Remix,"['Spooner Street', 'Rio Dela Duna', 'Leonardo La Mark']",0.987,361967,0.649,0.379,0.0686,0,0.277
906,0F89tJpOAsa1TmpK7uLfzf,Your Body (On Fire),"['Block & Crown', 'the Giver']",0.85,340328,0.56,0.0315,0.209,0,0.0481
907,0F89tJpOAsa1TmpK7uLfzf,Your Body (On Fire),"['Block & Crown', 'the Giver']",0.85,340328,0.56,0.0315,0.209,0,0.0481
908,6HKh58oxhDFbrK7DaN0Rp9,Lost In The Groove - Da Funk Junkies Remix,"['Scotty Boy', 'Lizzie Curious', 'Da Funk Junkies']",0.792,284262,0.91,0.712,0.106,0,0.0967
909,6HKh58oxhDFbrK7DaN0Rp9,Lost In The Groove - Da Funk Junkies Remix,"['Scotty Boy', 'Lizzie Curious', 'Da Funk Junkies']",0.792,284262,0.91,0.712,0.106,0,0.0967
910,4x2NGTt3N1TJZRwe6Si7Um,Freedom Force,['Vyacheslav Sketch'],0.826,417245,0.529,0.829,0.174,0,0.113
911,4x2NGTt3N1TJZRwe6Si7Um,Freedom Force,['Vyacheslav Sketch'],0.826,417245,0.529,0.829,0.174,0,0.113
912,4x2NGTt3N1TJZRwe6Si7Um,Freedom Force,['Vyacheslav Sketch'],0.826,417245,0.529,0.829,0.174,0,0.113
913,4x2NGTt3N1TJZRwe6Si7Um,Freedom Force,['Vyacheslav Sketch'],0.826,417245,0.529,0.829,0.174,0,0.113
914,2EIVa3kZK1diJtRG8LezwE,Freedom Force,['Vyacheslav Sketch'],0.826,417245,0.529,0.829,0.174,0,0.113
915,2EIVa3kZK1diJtRG8LezwE,Freedom Force,['Vyacheslav Sketch'],0.826,417245,0.529,0.829,0.174,0,0.113
916,5lJdyiK3MJOaBycDR7mne2,Heliosphere,['Virgil Hill'],0.66,387605,0.831,0.82,0.694,0,0.0403
917,4NsBc9yf4NFuTUms6wJqcP,Bad Habit - Extended Mix,"['Yescene', 'Yvette Lindquist', 'Carmen Gonzalez']",0.791,411148,0.873,0.846,0.0514,0,0.0525
918,1DoT866HFFmqlBTFFwo4Xm,Flashback - Leon Louder Remix,"['Hollis P. Monroe', 'jenn mierau', 'Leon Louder']",0.716,391741,0.54,0.0302,0.114,0,0.213
919,1DoT866HFFmqlBTFFwo4Xm,Flashback - Leon Louder Remix,"['Hollis P. Monroe', 'jenn mierau', 'Leon Louder']",0.716,391741,0.54,0.0302,0.114,0,0.213
920,4AMBIryClhPjvosuwFPCKc,Metal and White Symbol,['Asian Tradition Universe'],0.181,277333,0.0993,0.957,0.0787,0,0.0425
921,4AMBIryClhPjvosuwFPCKc,Metal and White Symbol,['Asian Tradition Universe'],0.181,277333,0.0993,0.957,0.0787,0,0.0425
922,2eAevWFrrNiamOYzphm841,Peace and Joy,['Asian Tradition Universe'],0.693,222396,0.648,0.962,0.398,0,0.0292
923,2eAevWFrrNiamOYzphm841,Peace and Joy,['Asian Tradition Universe'],0.693,222396,0.648,0.962,0.398,0,0.0292
924,2ZkzI5LM54WLTsrfkffAo8,Dance of Paper Dragons,"['Mysterious World Music', 'Relaxing Zen Music Ensemble']",0.571,192913,0.363,0.588,0.108,0,0.032
925,2ZkzI5LM54WLTsrfkffAo8,Dance of Paper Dragons,"['Mysterious World Music', 'Relaxing Zen Music Ensemble']",0.571,192913,0.363,0.588,0.108,0,0.032
926,0TB3TOHLdUQT1OxzgOvSJX,Dance of Paper Dragons,['Oriental Music Zone'],0.571,192913,0.363,0.588,0.108,0,0.032
927,0TB3TOHLdUQT1OxzgOvSJX,Dance of Paper Dragons,['Oriental Music Zone'],0.571,192913,0.363,0.588,0.108,0,0.032
928,0TB3TOHLdUQT1OxzgOvSJX,Dance of Paper Dragons,['Oriental Music Zone'],0.571,192913,0.363,0.588,0.108,0,0.032
929,0TB3TOHLdUQT1OxzgOvSJX,Dance of Paper Dragons,['Oriental Music Zone'],0.571,192913,0.363,0.588,0.108,0,0.032
930,0Hz1qjDJjQZxKdUorMTHE7,Amarillo,['J Balvin'],0.876,158147,0.85,0.0067,0.111,3,0.163
931,6Qrai9GOIMzU6URzM6F7zs,Lifestyle (feat. Adam Levine),"['Jason Derulo', 'Adam Levine', 'Maroon 5']",0.752,153865,0.679,0,0.133,27,0.0396
932,6Sd1bgJmFRTAAZmYnRuyDb,New year 2021,['Dannymusic75861'],0.806,320016,0.674,0.791,0.706,0,0.0499
933,6Sd1bgJmFRTAAZmYnRuyDb,New year 2021,['Dannymusic75861'],0.806,320016,0.674,0.791,0.706,0,0.0499
934,4Z6HZ7hKdqTfPlSxrbxpuJ,Bounce If U Want 2,['Maickel Telussa'],0.818,316098,0.962,0.209,0.029,0,0.069
935,33kLpYuwO3xD33NM2tP1He,Making That Move,['Framewerk'],0.8,393285,0.917,0.807,0.112,0,0.0682
936,08a4pJisp5bBr45KdFRUA1,Silver Light - Ian Pooley Remix,"['Fred Everything', 'Jinadu', 'Ian Pooley']",0.679,398261,0.54,0.867,0.0687,0,0.0497
937,08a4pJisp5bBr45KdFRUA1,Silver Light - Ian Pooley Remix,"['Fred Everything', 'Jinadu', 'Ian Pooley']",0.679,398261,0.54,0.867,0.0687,0,0.0497
938,6E4jBkiaUBnfgDlaqaqLNX,Make You Understand - DJ Vartan & Techcrasher Remix,"['Russell Small', 'DNO P', 'Laurent Schark', 'Amanda Wilson', 'DJ Vartan', 'Techcrasher']",0.819,313455,0.697,0.432,0.0326,0,0.0443
939,6E4jBkiaUBnfgDlaqaqLNX,Make You Understand - DJ Vartan & Techcrasher Remix,"['Russell Small', 'DNO P', 'Laurent Schark', 'Amanda Wilson', 'DJ Vartan', 'Techcrasher']",0.819,313455,0.697,0.432,0.0326,0,0.0443
940,1AYmmIcOxfl9RmEul8lD8q,Got What It Takes - Extended Mix,['Martina Budde'],0.733,284863,0.943,0.0705,0.12,0,0.0807
941,1AYmmIcOxfl9RmEul8lD8q,Got What It Takes - Extended Mix,['Martina Budde'],0.733,284863,0.943,0.0705,0.12,0,0.0807
942,2wit6lxVTMK1S0lZNLNbz8,If You,['t-Zhuk'],0.808,351220,0.847,0.94,0.0967,0,0.0734
943,0osvOdeD3YXZiWkT8MKolJ,Lifestyle (feat. Adam Levine),"['Jason Derulo', 'Adam Levine', 'Maroon 5']",0.749,153865,0.674,0,0.169,67,0.0366
944,0icmsDk2VZtogMojOcBmBy,Get Back - Remastered 2009,['The Beatles'],0.761,189387,0.592,0.00626,0.61,19,0.0586
945,4uaWclMPHnWjm9YVGytlAS,"Neue Melodien-Quadrille, Op. 254","['Johann Strauss II', 'Riccardo Muti', 'Wiener Philharmoniker']",0.49,254360,0.311,0.835,0.171,35,0.0453
946,4uaWclMPHnWjm9YVGytlAS,"Neue Melodien-Quadrille, Op. 254","['Johann Strauss II', 'Riccardo Muti', 'Wiener Philharmoniker']",0.49,254360,0.311,0.835,0.171,35,0.0453
947,2hGVdvNLIJurqhkUHmphg9,Lost On You,['Lewis Capaldi'],0.555,197173,0.279,0,0.0934,2,0.0563
948,1XZop7iPgXPtAdqHA7FmyK,Lose Control,"['MEDUZA', 'Becky Hill', 'Goodboys']",0.597,168387,0.527,0,0.14,2,0.0412
949,7y6alYVqiTE2Qgn64Gaej7,Gypsy Woman - DJ Vartan & Techcrasher Remix,"['Maurizio Basilotta', 'DiscoVer.', 'DJ Vartan', 'Techcrasher']",0.668,280181,0.958,0.79,0.0629,0,0.0726
950,7y6alYVqiTE2Qgn64Gaej7,Gypsy Woman - DJ Vartan & Techcrasher Remix,"['Maurizio Basilotta', 'DiscoVer.', 'DJ Vartan', 'Techcrasher']",0.668,280181,0.958,0.79,0.0629,0,0.0726
951,6zjQd6NtkLfjaypmik340i,Hoye Jetey Paari,['Arijit Singh'],0.693,312581,0.725,0.00000652,0.102,1,0.0878
952,7Isqs75bL9LOsjqyMUSeJq,Give Me Some Love,"['Alora & Senii', 'Kristina R']",0.534,247747,0.967,0.769,0.125,0,0.0387
953,7Isqs75bL9LOsjqyMUSeJq,Give Me Some Love,"['Alora & Senii', 'Kristina R']",0.534,247747,0.967,0.769,0.125,0,0.0387
954,4m0RlgTYNDpJ4KPpBYsspx,Jackin' Cola - Club Mix,"['Block & Crown', 'the Giver']",0.761,327097,0.86,0.591,0.0613,0,0.0757
955,4m0RlgTYNDpJ4KPpBYsspx,Jackin' Cola - Club Mix,"['Block & Crown', 'the Giver']",0.761,327097,0.86,0.591,0.0613,0,0.0757
956,2xlKY8J6Pq4BLL7WvWuj4a,Venus,"['Dian Solo', 'Eva Maria']",0.765,286452,0.942,0.63,0.623,0,0.0555
957,3gmDNINMDYL4ehh3I9A3YA,Showin' Me The Way (To The Light) - Club Mix,"['Block & Crown', 'Maickel Telussa']",0.803,342581,0.819,0.00155,0.0865,0,0.0722
958,3gmDNINMDYL4ehh3I9A3YA,Showin' Me The Way (To The Light) - Club Mix,"['Block & Crown', 'Maickel Telussa']",0.803,342581,0.819,0.00155,0.0865,0,0.0722
959,2j0G2TdKee4XwkfSr2Nzwx,Alone,['Pansil'],0.691,270968,0.925,0.761,0.037,0,0.057
960,2j0G2TdKee4XwkfSr2Nzwx,Alone,['Pansil'],0.691,270968,0.925,0.761,0.037,0,0.057
961,7Aqh3Zu5QGprZtCk6TCybX,Mankind,['C-Fast'],0.737,233226,0.939,0.693,0.0389,0,0.0583
962,7Aqh3Zu5QGprZtCk6TCybX,Mankind,['C-Fast'],0.737,233226,0.939,0.693,0.0389,0,0.0583
963,7xHMouba53FfrvJuAnMbTz,No One,"['DJ Vartan', 'Techcrasher']",0.853,357225,0.932,0.142,0.328,0,0.1
964,7xHMouba53FfrvJuAnMbTz,No One,"['DJ Vartan', 'Techcrasher']",0.853,357225,0.932,0.142,0.328,0,0.1
965,1bdhUMs7mGUXXwXfhQJdLs,Leave Me Here,['Martin Iveson'],0.627,442346,0.561,0.144,0.119,0,0.0366
966,1bdhUMs7mGUXXwXfhQJdLs,Leave Me Here,['Martin Iveson'],0.627,442346,0.561,0.144,0.119,0,0.0366
967,0KkxvAaXvITfJglHBMqxnc,Phonky - DJ Vartan & Techcrasher Remix,"['Scotty Boy', 'DJ Vartan', 'Techcrasher']",0.74,280004,0.942,0.798,0.0729,0,0.046
968,0KkxvAaXvITfJglHBMqxnc,Phonky - DJ Vartan & Techcrasher Remix,"['Scotty Boy', 'DJ Vartan', 'Techcrasher']",0.74,280004,0.942,0.798,0.0729,0,0.046
969,614Vpr3srH5t8ZJjaTPEsT,Dance Little Sister - DJ Vartan & Techcrasher Remix,"['Dian Solo', 'DJ Vartan', 'Techcrasher']",0.82,327704,0.799,0.0601,0.0726,0,0.083
970,2HtddyDAtcJq4q4BWmdZtJ,ARTOFLIFE - 2021 Rework,"['Do Shock Booze', 'Hiroaki Sugawara']",0.7,480000,0.588,0.843,0.119,0,0.0384
971,2HtddyDAtcJq4q4BWmdZtJ,ARTOFLIFE - 2021 Rework,"['Do Shock Booze', 'Hiroaki Sugawara']",0.7,480000,0.588,0.843,0.119,0,0.0384
972,3zbWYGfKLZ7F6WmaHpB00Q,Track Two,['Shur-I-Kan'],0.809,352258,0.68,0.503,0.0434,0,0.0606
973,3zbWYGfKLZ7F6WmaHpB00Q,Track Two,['Shur-I-Kan'],0.809,352258,0.68,0.503,0.0434,0,0.0606
974,7gY3oZ7e24C4gsn3yZU6EW,Cant Decide,['TON Jayy'],0.846,139691,0.556,0,0.111,0,0.439
975,7gY3oZ7e24C4gsn3yZU6EW,Cant Decide,['TON Jayy'],0.846,139691,0.556,0,0.111,0,0.439
976,1tSKyM7Sl77WBCp0Ha9mUi,YEAR 2021,['Arnold Onea'],0.659,287692,0.839,0.126,0.107,0,0.0372
977,1tSKyM7Sl77WBCp0Ha9mUi,YEAR 2021,['Arnold Onea'],0.659,287692,0.839,0.126,0.107,0,0.0372
978,0mbM40HA4Hxk024PZJYS6K,Loud & Proud,"['Propulsive', 'Maximilian']",0.647,288387,0.905,0.149,0.0297,0,0.0409
979,0mbM40HA4Hxk024PZJYS6K,Loud & Proud,"['Propulsive', 'Maximilian']",0.647,288387,0.905,0.149,0.0297,0,0.0409
980,7rZIuO6uTL6itSdzY1a6Y4,Happy New Year from Us!,"['Tai Chi And Qigong', 'Lu Xuna Qian', 'Shao Kar Wai']",0.611,202418,0.476,0.392,0.102,0,0.0316
981,7rZIuO6uTL6itSdzY1a6Y4,Happy New Year from Us!,"['Tai Chi And Qigong', 'Lu Xuna Qian', 'Shao Kar Wai']",0.611,202418,0.476,0.392,0.102,0,0.0316
982,7dH7llSuNYq8XttLWHMDPC,Can't Decide,['TON Jayy'],0.868,139729,0.55,0,0.112,1,0.431
983,7dH7llSuNYq8XttLWHMDPC,Can't Decide,['TON Jayy'],0.868,139729,0.55,0,0.112,1,0.431
984,43mvEGYrYqkc4j6qO7t6Og,Piece Of Your Heart,"['MEDUZA', 'Goodboys']",0.677,152913,0.744,0.000153,0.074,3,0.0296
985,7MyQFM9GMzgm7SIZtKBSEe,Fifteen Days,"['Mysterious World Music', 'Relaxing Zen Music Ensemble']",0.618,189615,0.595,0.00741,0.079,0,0.0275
986,7MyQFM9GMzgm7SIZtKBSEe,Fifteen Days,"['Mysterious World Music', 'Relaxing Zen Music Ensemble']",0.618,189615,0.595,0.00741,0.079,0,0.0275
987,60UKXg9UmPkmdqkhS8EZJ3,Fifteen Days,['Oriental Music Zone'],0.618,189615,0.595,0.00741,0.079,0,0.0275
988,2SgHFEUnQT2qWdlV1g2pPt,Dime Cómo Quieres,"['Christian Nodal', 'Ángela Aguilar']",0.839,171360,0.667,0,0.244,0,0.031
989,4Dm1NgGO1rt1P67VPQ1Pp1,Ain’t Worried Bout It,['Florida Georgia Line'],0.657,152507,0.614,0,0.158,45,0.035
990,4RNzhFb01Rcizun0SE8DQA,Ain’t Worried Bout It,['Florida Georgia Line'],0.657,152507,0.614,0,0.158,32,0.035
991,5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps - Remix,"['Travis Scott', 'HVME']",0.841,162803,0.593,0,0.124,79,0.0379
992,5B835bhB73peA8DD2HkYIR,Los Bo,"['Jhay Cortez', 'Myke Towers']",0.788,239120,0.711,0.000383,0.242,0,0.0674
993,2tObGsz9W4QdwidqOAzXNB,What Do You Mean? - Acoustic,['Justin Bieber'],0.772,203800,0.358,0,0.104,3,0.0438
994,2p740IJ99q1aJuWNebdMmK,Taja,"['South Rocketz', 'Luke DB']",0.798,216060,0.86,0.0887,0.0945,0,0.047
995,2p740IJ99q1aJuWNebdMmK,Taja,"['South Rocketz', 'Luke DB']",0.798,216060,0.86,0.0887,0.0945,0,0.047
996,3aV2YVTfCSQ5loBqztH9Nu,Lock In - Club Mix,['Paul Parsons'],0.728,309120,0.941,0.485,0.0469,0,0.0548
997,3aV2YVTfCSQ5loBqztH9Nu,Lock In - Club Mix,['Paul Parsons'],0.728,309120,0.941,0.485,0.0469,0,0.0548
998,4yYBiAnMuZ4hgI4mvjoPKY,Zumba,['Don Omar'],0.718,263973,0.891,0.0146,0.138,0,0.0404
999,5QBvjnJV4oGTSixXP2NlqT,I Need Sax,"['Paul Jockey', 'Peet Vait']",0.745,269280,0.827,0.414,0.0691,0,0.0494
1000,5QBvjnJV4oGTSixXP2NlqT,I Need Sax,"['Paul Jockey', 'Peet Vait']",0.745,269280,0.827,0.414,0.0691,0,0.0494
1001,1fq0eghrCMpAWBYEcSiE50,Feeling Under Pressure,"['Da Funk Junkies', 'Maurizio Basilotta']",0.759,326455,0.773,0.867,0.133,0,0.036
1002,1fq0eghrCMpAWBYEcSiE50,Feeling Under Pressure,"['Da Funk Junkies', 'Maurizio Basilotta']",0.759,326455,0.773,0.867,0.133,0,0.036
1003,7IGOVnEu4b74eJceI4KfjV,Kunta,['Mimmo Errico'],0.741,376800,0.939,0.305,0.146,0,0.0561
1004,4p8LIzpd9x8H0QaaVhtOWQ,Gypsy Woman - No Hopes & Pushkarev Remix,"['Maurizio Basilotta', 'DiscoVer.', 'No Hopes', 'Pushkarev']",0.745,308796,0.939,0.767,0.0984,0,0.0607
1005,4p8LIzpd9x8H0QaaVhtOWQ,Gypsy Woman - No Hopes & Pushkarev Remix,"['Maurizio Basilotta', 'DiscoVer.', 'No Hopes', 'Pushkarev']",0.745,308796,0.939,0.767,0.0984,0,0.0607
1006,5NvEi30GdNOiz1rx2f4ZY0,The Bassline Takes Control,['Soulvation'],0.765,334080,0.955,0.927,0.0549,0,0.0755
1007,5NvEi30GdNOiz1rx2f4ZY0,The Bassline Takes Control,['Soulvation'],0.765,334080,0.955,0.927,0.0549,0,0.0755
1008,5i8s4pP3Hz0iUtyFcwn4xQ,Limbo,['Daddy Yankee'],0.805,224800,0.878,0.00329,0.0656,0,0.0864
1009,3x7QdRwsdUSHdlGrDQtASV,Limbo,['Daddy Yankee'],0.805,224800,0.878,0.00329,0.0656,0,0.0864
1010,26epurBrwGtIiqmvCTDvfl,Limbo,['Daddy Yankee'],0.805,224800,0.878,0.00329,0.0656,0,0.0864
1011,23oDRKCr7UnV4zghiqDXoY,Limbo,['Daddy Yankee'],0.805,224800,0.878,0.00329,0.0656,0,0.0864
1012,0UskWtxxxnIjOqQ5SCJDDr,Turkish Flute,"['Dani Masi', 'Xotto']",0.804,345600,0.967,0.87,0.0864,0,0.0497
1013,0UskWtxxxnIjOqQ5SCJDDr,Turkish Flute,"['Dani Masi', 'Xotto']",0.804,345600,0.967,0.87,0.0864,0,0.0497
1014,59vnlXAJA4RCf7SHEv2hMF,Metropolis,['Framewerk'],0.621,374400,0.848,0.891,0.163,0,0.0413
1015,5PmHoxK60ucr29jy1Ta9AQ,Te Siento,['Dani Masi'],0.737,340320,0.993,0.811,0.0497,0,0.0579
1016,5PmHoxK60ucr29jy1Ta9AQ,Te Siento,['Dani Masi'],0.737,340320,0.993,0.811,0.0497,0,0.0579
1017,4flgWUqSzRLLZBjqS37EjO,House & Underground,['Eran Hersh'],0.811,341760,0.782,0.389,0.0495,0,0.0549
1018,1oF79u3BM6PuCDMC1vNfec,Bassline Drops,['Soulvation'],0.851,370560,0.972,0.288,0.11,0,0.0728
1019,1oF79u3BM6PuCDMC1vNfec,Bassline Drops,['Soulvation'],0.851,370560,0.972,0.288,0.11,0,0.0728
1020,5oqfhKAl6Ac0eChs8bOHZU,Can't Get You Out Of My Head - No Hopes & Pushkarev Remix,"['DiscoVer.', 'No Hopes', 'Pushkarev']",0.705,316979,0.935,0.52,0.0554,0,0.0566
1021,5oqfhKAl6Ac0eChs8bOHZU,Can't Get You Out Of My Head - No Hopes & Pushkarev Remix,"['DiscoVer.', 'No Hopes', 'Pushkarev']",0.705,316979,0.935,0.52,0.0554,0,0.0566
1022,7k9jZPifpeezgs48vK9szV,Don't Stop The Funk - Club Mix,"['Marc Rousso', 'Scotty Boy']",0.778,324480,0.939,0.857,0.0537,0,0.0591
1023,7k9jZPifpeezgs48vK9szV,Don't Stop The Funk - Club Mix,"['Marc Rousso', 'Scotty Boy']",0.778,324480,0.939,0.857,0.0537,0,0.0591
1024,4L5IkQpsDTx5Ug7hvMrsx1,The Other Side,['Jazmine Sullivan'],0.561,217707,0.621,0,0.221,62,0.0424
1025,5ylcoCAg9gr1pOgJm9xmpb,Friiesel,"['Jay Frog', 'E.M.C.K.']",0.909,309120,0.777,0.628,0.0681,0,0.212
1026,5ylcoCAg9gr1pOgJm9xmpb,Friiesel,"['Jay Frog', 'E.M.C.K.']",0.909,309120,0.777,0.628,0.0681,0,0.212
1027,1vAlIGIQ5sNab3pxjkK39D,Until Then,"['Fred Everything', 'Shur-I-Kan']",0.751,362880,0.915,0.785,0.636,0,0.0308
1028,1vAlIGIQ5sNab3pxjkK39D,Until Then,"['Fred Everything', 'Shur-I-Kan']",0.751,362880,0.915,0.785,0.636,0,0.0308
1029,5upfGmhVShUlbb2IF7eawe,Loyalty,['Asian Tradition Universe'],0.635,255773,0.475,0.917,0.283,0,0.0317
1030,5upfGmhVShUlbb2IF7eawe,Loyalty,['Asian Tradition Universe'],0.635,255773,0.475,0.917,0.283,0,0.0317
1031,2f3uLP1pGemFE8eX15CyNt,Love Song,"[""Why Don't We""]",0.76,151800,0.719,0,0.339,67,0.0478
1032,2YHl09w9HnOXg6Kp9lDqpg,What Do You Mean?,['Justin Bieber'],0.832,208543,0.631,0.000892,0.0838,4,0.0736
1033,14rh4oxIMe4fpzWKU4c55d,Halcyon (Year in Review 2020) - 2020 Anniversary Rework,['Chicane'],0.632,218655,0.632,0.936,0.0984,3,0.0386
1034,1DLXvhN6g6VaoJcQ2Rl7Jd,The Hierophant (Year in Review 2020),['Eelke Kleijn'],0.579,92062,0.919,0.916,0.112,3,0.0569
1035,2MMMRGTs2aApnLlcgb4nQk,Borealis (Year in Review 2020),['Bandēs'],0.481,199475,0.85,0.861,0.209,3,0.0351
1036,6T34BoZftfoyUgcyYqsrYR,Air (Year in Review 2020) - Dylhen Remix,"['Albion', 'Dylhen']",0.509,138098,0.871,0.472,0.133,3,0.0442
1037,1wr3qOc3GvJc23FTo7TSKL,Tarantia (Year in Review 2020),['Yotto'],0.496,168786,0.862,0.941,0.274,3,0.0442
1038,5aUreD90JTSYx5d8s2jjON,Sports Highlights,['Jazzp'],0.586,96392,0.696,0.966,0.186,0,0.0557
1039,5aUreD90JTSYx5d8s2jjON,Sports Highlights,['Jazzp'],0.586,96392,0.696,0.966,0.186,0,0.0557
1040,3rEc8E8AaAtYzPc7Fwewqc,Everything (Year in Review 2020),"['Pavel Khvaleev', 'Avis Vox']",0.706,187505,0.647,0.869,0.195,3,0.0417
1041,1cRgfSSiJTvBIqXnRPas51,Respect,['Asian Tradition Universe'],0.635,265259,0.422,0.952,0.146,0,0.0297
1042,1cRgfSSiJTvBIqXnRPas51,Respect,['Asian Tradition Universe'],0.635,265259,0.422,0.952,0.146,0,0.0297
1043,5VaMyaFZlsxdqaqqKMIZNB,Yule - Live 2012,['Minartist'],0.446,188788,0.365,0.00829,0.138,0,0.0321
1044,29HLpYN2l9L3dfPCpcQ5Uq,Fisco Dever,['Stanny Abram'],0.762,432381,0.92,0.906,0.0921,0,0.0402
1045,258Qvimy5hnbACEbOshAR0,Illusion (Year in Review 2020),"['Armin van Buuren', 'AVIRA']",0.614,167746,0.757,0.84,0.112,3,0.0366
1046,71OQ8A05NvukfKM5vUTaZw,Sativa,"['Jhené Aiko', 'Swae Lee']",0.741,276960,0.61,0,0.534,5,0.0511
1047,72NnsfbfOgOHqEIu3UFJyr,Sativa,"['Jhené Aiko', 'Swae Lee']",0.741,276960,0.61,0,0.534,0,0.0511
1048,4NLNUriFyebXKMhEGP6W0I,Sativa,"['Jhené Aiko', 'Swae Lee']",0.741,276960,0.61,0,0.534,0,0.0511
1049,3FTrizBG54rYzjbed9Xsxw,Sativa,"['Jhené Aiko', 'Swae Lee']",0.741,276960,0.61,0,0.534,0,0.0511
1050,2ULK005sVjMiEWAsFao5F2,Sativa,"['Jhené Aiko', 'Swae Lee']",0.741,276960,0.61,0,0.534,0,0.0511
1051,5MHi3lby1uc07r6aMWZSGC,Rise Up,"['Luca Debonaire', 'Christopher Nox']",0.862,300952,0.655,0.369,0.0696,0,0.11
1052,5MHi3lby1uc07r6aMWZSGC,Rise Up,"['Luca Debonaire', 'Christopher Nox']",0.862,300952,0.655,0.369,0.0696,0,0.11
1053,0lgriW0zErhg0FjwiQUSeU,Don't Put Yo Back Against The Wall,['Ivan Kay'],0.796,316191,0.934,0.503,0.0405,0,0.0495
1054,0lgriW0zErhg0FjwiQUSeU,Don't Put Yo Back Against The Wall,['Ivan Kay'],0.796,316191,0.934,0.503,0.0405,0,0.0495
1055,75PAL8Hx2zfFpIiSciRQ80,Shake It - Club Mix,['Soulvation'],0.863,339048,0.883,0.897,0.0417,0,0.0775
1056,75PAL8Hx2zfFpIiSciRQ80,Shake It - Club Mix,['Soulvation'],0.863,339048,0.883,0.897,0.0417,0,0.0775
1057,7zmNLvvrBAVa8tEcTQCe8q,Psychopath,['Valeesse'],0.896,247277,0.759,0.581,0.0977,0,0.0804
1058,7zmNLvvrBAVa8tEcTQCe8q,Psychopath,['Valeesse'],0.896,247277,0.759,0.581,0.0977,0,0.0804
1059,3kOi5KZTcCOdqFlUjF9CDZ,Neon Eyes,['Morgan Wallen'],0.576,226147,0.843,0.0000804,0.157,77,0.029
1060,65mMCEOu5Ll1DBAfEUmerU,More Than My Hometown,['Morgan Wallen'],0.621,216573,0.868,0,0.131,48,0.046
1061,5WP1LPI7kLIQqEVEZKhnoo,Neon Eyes,['Morgan Wallen'],0.592,226147,0.847,0.0000399,0.158,51,0.0285
1062,3jequM7J27MLdfvYd8HIgf,On The Floor - Club Mix,"['Andyrave', 'Stereotypes']",0.775,248040,0.994,0.835,0.196,0,0.0657
1063,3jequM7J27MLdfvYd8HIgf,On The Floor - Club Mix,"['Andyrave', 'Stereotypes']",0.775,248040,0.994,0.835,0.196,0,0.0657
